,receivedAt,ecp_mean,temperature_mean,waterContent_mean,ecp_max,temperature_max,waterContent_max,ecp_min,temperature_min,waterContent_min,t_above_threshold
0,2024-06-30 00:00:00+00:00,0.0,17.78333333333333,0.0,0.0,18.15,0.0,0.0,17.45,0.0,0.0
1,2024-07-01 00:00:00+00:00,0.0,20.44236111111111,0.0,0.0,21.145833333333332,0.0,0.0,19.858333333333334,0.0,0.0
2,2024-07-02 00:00:00+00:00,0.0,22.27916666666667,0.0,0.0,22.945833333333336,0.0,0.0,21.599999999999998,0.0,0.0
3,2024-07-03 00:00:00+00:00,0.0,18.356944444444444,0.0,0.0,18.729166666666668,0.0,0.0,18.008333333333333,0.0,0.0
4,2024-07-04 00:00:00+00:00,0.0,21.275000000000002,0.0,0.0,21.804166666666664,0.0,0.0,20.712500000000002,0.0,0.0
5,2024-07-05 00:00:00+00:00,0.0,22.35138888888889,0.0,0.0,22.870833333333334,0.0,0.0,21.8125,0.0,0.0
6,2024-07-06 00:00:00+00:00,0.0,22.67222222222222,0.0,0.0,23.34583333333333,0.0,0.0,22.09583333333333,0.0,0.0
7,2024-07-07 00:00:00+00:00,0.0,21.120833333333334,0.0,0.0,21.575,0.0,0.0,20.6375,0.0,0.0
8,2024-07-08 00:00:00+00:00,0.0,23.204166666666666,0.0,0.0,23.708333333333332,0.0,0.0,22.754166666666666,0.0,0.0
9,2024-07-09 00:00:00+00:00,0.0,23.912499999999998,0.0,0.0,24.5625,0.0,0.0,23.329166666666666,0.0,0.0
10,2024-07-10 00:00:00+00:00,0.0,25.93541666666667,0.0,0.0,26.458333333333332,0.0,0.0,25.420833333333334,0.0,0.0
11,2024-07-11 00:00:00+00:00,0.0,26.474999999999998,0.0,0.0,27.016666666666666,0.0,0.0,25.90416666666667,0.0,1.4749999999999979
12,2024-07-12 00:00:00+00:00,0.0,22.462500000000002,0.0,0.0,23.15833333333333,0.0,0.0,21.841666666666665,0.0,0.0
13,2024-07-13 00:00:00+00:00,0.0,24.456944444444446,0.0,0.0,24.974999999999998,0.0,0.0,23.954166666666666,0.0,0.0
14,2024-07-14 00:00:00+00:00,0.0,24.295833333333334,0.0,0.0,24.891666666666666,0.0,0.0,23.729166666666668,0.0,0.0
15,2024-07-15 00:00:00+00:00,0.0,24.879166666666666,0.0,0.0,25.400000000000002,0.0,0.0,24.349999999999998,0.0,0.0
16,2024-07-16 00:00:00+00:00,0.0,25.40416666666667,0.0,0.0,26.008333333333336,0.0,0.0,24.820833333333336,0.0,0.0
17,2024-07-17 00:00:00+00:00,0.0,24.556944444444444,0.0,0.0,25.22083333333333,0.0,0.0,23.962500000000002,0.0,0.0
18,2024-07-18 00:00:00+00:00,0.0,25.868055555555557,0.0,0.0,26.395833333333332,0.0,0.0,25.349999999999998,0.0,0.0
19,2024-07-19 00:00:00+00:00,0.0,23.87222222222222,0.0,0.0,24.375,0.0,0.0,23.383333333333336,0.0,0.0
20,2024-07-20 00:00:00+00:00,0.0,22.39027777777778,0.0,0.0,22.991666666666664,0.0,0.0,21.820833333333336,0.0,0.0
21,2024-07-21 00:00:00+00:00,0.0,24.375,0.0,0.0,24.90416666666667,0.0,0.0,23.808333333333334,0.0,0.0
22,2024-07-22 00:00:00+00:00,414.5,24.916666666666668,10.406944444444445,437.0416666666667,25.666666666666668,10.975,375.4583333333333,24.21666666666667,9.5,0.0
23,2024-07-23 00:00:00+00:00,1020.875,24.074305555555554,29.11388888888889,1041.875,24.8875,29.425,998.4166666666666,23.375,28.858333333333334,0.0
24,2024-07-24 00:00:00+00:00,938.125,25.375,28.431944444444444,951.0,25.991666666666664,28.579166666666666,924.0416666666666,24.78333333333333,28.308333333333334,0.0
25,2024-07-25 00:00:00+00:00,966.2986111111112,25.84166666666667,29.040277777777778,988.9166666666666,26.366666666666664,29.379166666666666,948.0833333333334,25.316666666666666,28.758333333333336,0.0
26,2024-07-26 00:00:00+00:00,972.625,26.887500000000003,28.876388888888886,989.6666666666666,27.429166666666664,28.974999999999998,955.6666666666666,26.3,28.77916666666667,1.8875000000000028
27,2024-07-27 00:00:00+00:00,1515.9444444444443,27.118055555555557,28.393055555555552,1543.5,27.754166666666666,28.537499999999998,1489.125,26.441666666666666,28.27916666666667,2.118055555555557
28,2024-07-28 00:00:00+00:00,1808.013888888889,26.98472222222222,27.001388888888886,1836.0416666666667,27.583333333333332,27.083333333333332,1779.75,26.395833333333332,26.920833333333334,1.9847222222222207
29,2024-07-29 00:00:00+00:00,2094.4305555555557,26.7375,26.630555555555556,2129.375,27.254166666666666,26.729166666666668,2056.875,26.2,26.53333333333333,1.7375000000000007
30,2024-07-30 00:00:00+00:00,2834.472222222222,26.268055555555552,27.226388888888888,2861.0833333333335,26.733333333333334,27.291666666666668,2808.2916666666665,25.787499999999998,27.15833333333333,1.2680555555555522
31,2024-07-31 00:00:00+00:00,3030.680555555555,26.583333333333332,26.383333333333336,3053.2083333333335,27.03333333333333,26.445833333333336,3007.4583333333335,26.145833333333332,26.325,1.5833333333333321
32,2024-08-01 00:00:00+00:00,3225.180555555555,24.506944444444443,26.691666666666666,3249.5416666666665,24.925,26.825,3197.8333333333335,24.129166666666666,26.525000000000002,0.0
33,2024-08-02 00:00:00+00:00,3308.006944444445,22.75208333333333,26.15138888888889,3341.0416666666665,23.224999999999998,26.2,3273.625,22.25,26.104166666666668,0.0
34,2024-08-03 00:00:00+00:00,3284.0,23.601388888888888,26.4875,3321.625,24.1875,26.620833333333334,3239.9583333333335,23.087500000000002,26.370833333333334,0.0
35,2024-08-04 00:00:00+00:00,3391.194444444445,24.3625,25.133333333333336,3417.4583333333335,24.729166666666668,25.1875,3364.7083333333335,24.0125,25.083333333333332,0.0
36,2024-08-05 00:00:00+00:00,3354.555555555555,25.429166666666664,25.290277777777778,3383.5,25.9375,25.379166666666666,3322.4583333333335,24.958333333333332,25.1875,0.0
37,2024-08-06 00:00:00+00:00,2929.972222222222,25.544444444444448,26.83611111111111,2981.625,25.933333333333334,27.09166666666667,2890.4166666666665,25.15416666666667,26.662499999999998,0.0
38,2024-08-07 00:00:00+00:00,3183.472222222222,22.04861111111111,28.081944444444446,3215.125,22.5125,28.2,3154.2916666666665,21.583333333333332,27.9375,0.0
39,2024-08-08 00:00:00+00:00,3329.4166666666665,23.605555555555554,26.248611111111114,3359.0833333333335,24.02916666666667,26.4375,3295.2083333333335,23.183333333333334,26.1125,0.0
40,2024-08-09 00:00:00+00:00,3350.180555555555,25.08888888888889,26.145833333333332,3398.9166666666665,25.525000000000002,26.391666666666666,3306.125,24.650000000000002,25.8625,0.0
41,2024-08-10 00:00:00+00:00,3349.180555555555,26.005555555555556,26.01805555555556,3389.0833333333335,26.40416666666667,26.212500000000002,3313.7083333333335,25.604166666666668,25.820833333333336,1.0055555555555564
42,2024-08-11 00:00:00+00:00,3333.75,26.233333333333334,26.19027777777778,3369.0,26.633333333333336,26.520833333333332,3291.4166666666665,25.849999999999998,25.979166666666668,1.2333333333333343
43,2024-08-12 00:00:00+00:00,3317.0416666666665,25.662499999999998,26.626388888888886,3356.0833333333335,26.083333333333332,26.895833333333332,3267.75,25.2375,26.45,0.0
44,2024-08-13 00:00:00+00:00,3435.722222222222,24.275000000000002,26.22361111111111,3472.5833333333335,24.770833333333332,26.454166666666666,3392.8333333333335,23.795833333333334,26.0625,0.0
45,2024-08-14 00:00:00+00:00,3444.805555555555,20.884722222222223,26.974999999999998,3471.5416666666665,21.166666666666668,27.166666666666668,3416.375,20.587500000000002,26.858333333333334,0.0
46,2024-08-15 00:00:00+00:00,3398.347222222222,22.27638888888889,26.809722222222224,3432.75,22.641666666666666,27.020833333333332,3367.8333333333335,21.900000000000002,26.59166666666667,0.0
47,2024-08-16 00:00:00+00:00,3426.8611111111113,23.501388888888886,26.69027777777778,3455.125,23.900000000000002,26.8125,3395.2916666666665,23.1125,26.59166666666667,0.0
48,2024-08-17 00:00:00+00:00,3433.305555555555,23.247222222222224,26.959722222222222,3466.0416666666665,23.683333333333334,27.129166666666666,3396.1666666666665,22.8125,26.837500000000002,0.0
49,2024-08-18 00:00:00+00:00,3500.347222222222,20.740277777777777,26.74722222222222,3522.9166666666665,21.083333333333332,26.787499999999998,3476.5416666666665,20.429166666666667,26.708333333333332,0.0
50,2024-08-19 00:00:00+00:00,3363.1076388888887,19.709722222222222,27.099999999999998,3380.125,19.895833333333332,27.175,3347.5416666666665,19.525000000000002,27.037499999999998,0.0
51,2024-08-20 00:00:00+00:00,3210.027777777778,21.53333333333333,27.193055555555556,3231.5833333333335,21.849999999999998,27.316666666666666,3185.4583333333335,21.258333333333333,27.09166666666667,0.0
52,2024-08-21 00:00:00+00:00,3159.4861111111113,23.98472222222222,26.991666666666664,3199.5833333333335,24.354166666666668,27.245833333333334,3125.9166666666665,23.616666666666664,26.7375,0.0
53,2024-08-22 00:00:00+00:00,3277.7916666666665,23.91388888888889,26.05972222222222,3306.5833333333335,24.283333333333335,26.241666666666664,3249.375,23.520833333333332,25.925,0.0
54,2024-08-23 00:00:00+00:00,3167.5416666666665,23.99722222222222,26.770833333333332,3200.5,24.358333333333334,26.995833333333334,3135.4583333333335,23.6375,26.59583333333333,0.0
55,2024-08-24 00:00:00+00:00,3243.2638888888887,24.412499999999998,26.349999999999998,3276.75,24.787499999999998,26.641666666666666,3200.9166666666665,24.045833333333334,26.150000000000002,0.0
56,2024-08-25 00:00:00+00:00,2219.8194444444443,23.90625,27.309027777777775,2278.0416666666665,24.291666666666668,27.77916666666667,2152.5833333333335,23.55,26.929166666666664,0.0
57,2024-08-26 00:00:00+00:00,1040.1319444444446,22.02916666666667,26.23402777777778,1061.6666666666667,22.46666666666667,26.5125,1014.5,21.608333333333334,26.03333333333333,0.0
58,2024-08-27 00:00:00+00:00,2316.625,21.205555555555556,24.825,2386.625,21.758333333333336,25.075,2268.5416666666665,20.720833333333335,24.662499999999998,0.0
59,2024-08-28 00:00:00+00:00,3062.694444444445,20.438888888888886,25.308333333333334,3094.125,20.891666666666666,25.46666666666667,3026.7083333333335,20.0,25.1875,0.0
60,2024-08-29 00:00:00+00:00,3091.694444444445,22.13611111111111,26.04722222222222,3143.25,22.59166666666667,26.483333333333334,3032.3333333333335,21.608333333333334,25.775000000000002,0.0
61,2024-08-30 00:00:00+00:00,3183.25,23.20277777777778,26.218055555555555,3227.4166666666665,23.633333333333336,26.445833333333336,3142.5416666666665,22.758333333333336,25.983333333333334,0.0
62,2024-08-31 00:00:00+00:00,3278.7916666666665,23.665277777777778,26.05138888888889,3316.7916666666665,24.1125,26.3,3244.625,23.224999999999998,25.791666666666668,0.0
63,2024-09-01 00:00:00+00:00,3258.555555555555,21.83263888888889,26.57777777777778,3287.875,22.191666666666666,26.7375,3231.4583333333335,21.458333333333332,26.458333333333332,0.0
64,2024-09-02 00:00:00+00:00,3285.055555555555,20.322222222222223,26.89305555555556,3321.5416666666665,20.775000000000002,27.0625,3250.1666666666665,19.854166666666668,26.766666666666666,0.0
65,2024-09-03 00:00:00+00:00,3333.631944444445,19.58888888888889,27.40902777777778,3356.75,20.008333333333333,27.504166666666666,3308.4583333333335,19.2,27.316666666666666,0.0
66,2024-09-04 00:00:00+00:00,3256.8611111111113,18.540277777777778,27.944444444444443,3287.125,18.829166666666666,28.133333333333336,3230.3333333333335,18.25,27.737499999999997,0.0
67,2024-09-05 00:00:00+00:00,3228.9236111111113,17.60972222222222,28.26736111111111,3240.0,17.720833333333335,28.295833333333334,3217.5416666666665,17.483333333333334,28.2375,0.0
68,2024-09-06 00:00:00+00:00,3226.569444444445,20.118055555555554,27.668055555555554,3259.75,20.5125,27.96666666666667,3187.4583333333335,19.729166666666668,27.479166666666668,0.0
69,2024-09-07 00:00:00+00:00,3169.694444444445,20.729166666666668,28.468055555555555,3220.125,21.120833333333334,28.754166666666666,3125.0833333333335,20.3,28.075,0.0
70,2024-09-08 00:00:00+00:00,3192.472222222222,18.345833333333335,28.48333333333333,3207.125,18.504166666666666,28.50833333333333,3175.75,18.183333333333334,28.454166666666666,0.0
71,2024-09-09 00:00:00+00:00,3292.2986111111113,19.70138888888889,27.51319444444444,3321.4583333333335,20.1375,27.71666666666667,3261.875,19.283333333333335,27.354166666666668,0.0
72,2024-09-10 00:00:00+00:00,2304.534722222222,18.346527777777776,28.352083333333336,2384.7916666666665,18.758333333333333,28.870833333333334,2244.5833333333335,17.941666666666666,27.929166666666664,0.0
73,2024-09-11 00:00:00+00:00,1143.1666666666667,18.677777777777777,28.333333333333332,1162.7083333333333,18.962500000000002,28.583333333333332,1127.0,18.391666666666666,28.070833333333336,0.0
74,2024-09-12 00:00:00+00:00,1789.7708333333333,12.213194444444445,29.827083333333334,1830.2916666666667,12.320833333333333,29.991666666666664,1757.875,12.112499999999999,29.625,0.0
75,2024-09-13 00:00:00+00:00,2549.638888888889,12.465277777777779,30.35138888888889,2566.75,12.6875,30.65833333333333,2531.6666666666665,12.254166666666668,30.15416666666667,0.0
76,2024-09-14 00:00:00+00:00,3048.819444444445,13.868055555555555,29.566666666666666,3073.625,14.066666666666668,29.854166666666668,3020.75,13.666666666666666,29.370833333333334,0.0
77,2024-09-15 00:00:00+00:00,3001.5416666666665,14.379861111111111,28.85694444444444,3038.1666666666665,14.633333333333333,29.170833333333334,2957.2083333333335,14.15,28.662499999999998,0.0
78,2024-09-16 00:00:00+00:00,2819.784722222222,13.481944444444444,28.994444444444444,2843.375,13.799999999999999,29.125,2796.125,13.191666666666668,28.8625,0.0
79,2024-09-17 00:00:00+00:00,2820.0416666666665,14.27361111111111,28.618055555555554,2852.25,14.679166666666667,28.858333333333334,2789.4583333333335,13.875,28.358333333333334,0.0
80,2024-09-18 00:00:00+00:00,2680.3541666666665,11.763194444444444,29.48402777777778,2704.4166666666665,12.033333333333333,29.629166666666666,2653.875,11.504166666666668,29.275000000000002,0.0
81,2024-09-19 00:00:00+00:00,2824.5416666666665,13.020833333333334,28.368055555555554,2846.75,13.279166666666667,28.416666666666668,2802.2916666666665,12.758333333333333,28.320833333333336,0.0
82,2024-09-20 00:00:00+00:00,2750.125,13.816666666666668,29.45486111111111,2774.0833333333335,14.012500000000001,29.762500000000003,2721.7916666666665,13.604166666666666,29.275000000000002,0.0
83,2024-09-21 00:00:00+00:00,2866.215277777778,14.388194444444444,28.394444444444446,2886.375,14.6875,28.433333333333334,2843.6666666666665,14.125,28.354166666666668,0.0
84,2024-09-22 00:00:00+00:00,2791.5416666666665,14.263888888888888,28.910416666666666,2815.5,14.570833333333333,29.054166666666664,2769.25,13.9625,28.795833333333334,0.0
85,2024-09-23 00:00:00+00:00,2646.909722222222,13.907638888888888,30.084722222222222,2666.8333333333335,14.108333333333334,30.337500000000002,2622.1666666666665,13.708333333333334,29.925,0.0
86,2024-09-24 00:00:00+00:00,2774.305555555555,15.856944444444444,28.76527777777778,2788.75,16.091666666666665,28.829166666666666,2759.0833333333335,15.625,28.704166666666666,0.0
87,2024-09-25 00:00:00+00:00,2777.319444444445,15.320833333333333,28.927777777777777,2795.1666666666665,15.604166666666666,29.0625,2759.1666666666665,15.0625,28.8125,0.0
88,2024-09-26 00:00:00+00:00,2671.8541666666665,14.684722222222222,30.075,2688.8333333333335,14.737499999999999,30.212500000000002,2653.0416666666665,14.633333333333333,29.979166666666668,0.0
89,2024-09-27 00:00:00+00:00,2598.2083333333335,17.552083333333332,30.880555555555556,2615.125,17.8625,30.9875,2579.2916666666665,17.241666666666667,30.787499999999998,0.0
90,2024-09-28 00:00:00+00:00,2051.1041666666665,15.327083333333334,31.14027777777778,2098.6666666666665,15.725000000000001,31.270833333333332,2017.875,14.929166666666667,31.025000000000002,0.0
91,2024-09-29 00:00:00+00:00,1746.7708333333333,12.583333333333334,30.67013888888889,1775.5833333333333,12.920833333333334,30.9375,1714.7916666666667,12.258333333333333,30.400000000000002,0.0
92,2024-09-30 00:00:00+00:00,2238.9583333333335,12.549999999999999,30.695833333333336,2254.625,12.725,30.84583333333333,2222.6666666666665,12.375,30.474999999999998,0.0
93,2024-10-01 00:00:00+00:00,2351.3055555555557,12.550694444444444,30.229166666666668,2368.1666666666665,12.679166666666667,30.266666666666666,2335.0,12.416666666666666,30.183333333333334,0.0
94,2024-10-02 00:00:00+00:00,2516.638888888889,14.540277777777776,29.677777777777777,2539.0416666666665,14.725,29.929166666666664,2496.125,14.362499999999999,29.412499999999998,0.0
95,2024-10-03 00:00:00+00:00,2582.965277777778,11.89861111111111,30.250694444444445,2594.5,11.979166666666666,30.270833333333332,2572.875,11.825000000000001,30.2375,0.0
96,2024-10-04 00:00:00+00:00,2391.4305555555557,10.144444444444444,31.087500000000002,2409.0833333333335,10.245833333333334,31.287499999999998,2372.5,10.041666666666666,30.974999999999998,0.0
97,2024-10-05 00:00:00+00:00,2410.4444444444443,10.904166666666667,30.956944444444446,2432.25,11.075000000000001,30.995833333333334,2390.5416666666665,10.7125,30.920833333333334,0.0
98,2024-10-06 00:00:00+00:00,2635.763888888889,10.991666666666667,29.431944444444444,2659.5,11.174999999999999,29.483333333333334,2614.1666666666665,10.820833333333333,29.379166666666666,0.0
99,2024-10-07 00:00:00+00:00,2565.111111111111,11.659722222222221,30.569444444444443,2583.7916666666665,11.866666666666667,30.704166666666666,2547.7916666666665,11.466666666666667,30.462500000000002,0.0
100,2024-10-08 00:00:00+00:00,2633.472222222222,13.434722222222222,30.258333333333336,2644.3333333333335,13.5,30.287499999999998,2621.0833333333335,13.370833333333332,30.241666666666664,0.0
101,2024-10-09 00:00:00+00:00,2704.2916666666665,14.984722222222222,29.079166666666666,2721.9583333333335,15.191666666666668,29.108333333333334,2689.3333333333335,14.7875,29.045833333333334,0.0
102,2024-10-10 00:00:00+00:00,2711.5833333333335,12.861111111111112,28.36736111111111,2729.3333333333335,13.0,28.391666666666666,2692.9583333333335,12.720833333333333,28.34583333333333,0.0
103,2024-10-11 00:00:00+00:00,2544.4305555555557,10.889583333333334,29.624305555555555,2569.0,11.262500000000001,29.916666666666668,2520.625,10.495833333333334,29.445833333333336,0.0
104,2024-10-12 00:00:00+00:00,2512.263888888889,11.06875,30.592361111111114,2547.0833333333335,11.3375,30.8125,2483.4583333333335,10.783333333333333,30.3625,0.0
105,2024-10-13 00:00:00+00:00,2536.5,11.665972222222223,30.912499999999998,2554.3333333333335,11.929166666666667,30.95,2518.125,11.391666666666666,30.870833333333334,0.0
106,2024-10-14 00:00:00+00:00,2526.034722222222,11.815277777777778,30.744444444444444,2547.7083333333335,12.0625,30.879166666666666,2503.2916666666665,11.570833333333333,30.641666666666666,0.0
